"UniqueID","TreeID","species","meas_date","time_str","height_cm","start.time","CO2_best.flux","CO2_model","CO2_quality.check","CO2_LM.flux","CO2_LM.r2","CO2_LM.p.val","CO2_LM.RMSE","CO2_HM.flux","CO2_HM.r2","CO2_HM.RMSE","CO2_LM.diagnose","CO2_HM.diagnose","CO2_nb.obs","CO2_flux.term","CO2_MDF","CO2_g.fact","CH4_best.flux","CH4_model","CH4_quality.check","CH4_LM.flux","CH4_LM.r2","CH4_LM.p.val","CH4_LM.RMSE","CH4_HM.flux","CH4_HM.r2","CH4_HM.RMSE","CH4_LM.diagnose","CH4_HM.diagnose","CH4_nb.obs","CH4_flux.term","CH4_MDF","CH4_g.fact","Area_cm2","Vtot_L","Tcham_C","Pcham_kPa","allan_sd_CO2","allan_sd_CH4","n_meas_pts","CO2_MDF_native","CH4_MDF_native","t_sec","df_meas","t99","t95","t90","CO2_MDF_manuf","CH4_MDF_manuf","CO2_MDF_wass99","CO2_MDF_wass95","CO2_MDF_wass90","CH4_MDF_wass99","CH4_MDF_wass95","CH4_MDF_wass90","CO2_MDF_chr99","CO2_MDF_chr95","CO2_MDF_chr90","CH4_MDF_chr99","CH4_MDF_chr95","CH4_MDF_chr90","CO2_noise_floor","CH4_noise_floor","CO2_SNR","CH4_SNR","CO2_below_MDF_manuf","CO2_below_MDF_wass99","CO2_below_MDF_chr99","CH4_below_MDF_manuf","CH4_below_MDF_wass99","CH4_below_MDF_chr99","iso_t1_min","iso_t2_min","isotope","iso_t0_CO2_ppm","iso_t0_CH4_ppb","iso_t1_CO2_ppm","iso_t1_CH4_ppb","iso_t2_CO2_ppm","iso_t2_CH4_ppb","iso_flag","iso_t0_min","iso_review"
"E1_50cm","E1","Mata Folha Miuda","2026-05-27","15:12:00",50,"2026-05-27 15:12:00",0.820678839997296,"HM","AICc",0.816490946606232,0.995258762960873,1.67943192408458e-212,3.60450958409966,0.820678839997296,0.99505384423187,3.68221958354695,NA,NA,183,0.823635221613794,0.0157525862057283,1.00512913634679,29.6912177697398,"LM","MAE | AICc",29.6912177697398,0.991099406437976,9.55603185323769e-188,179.966155094034,29.7923590508791,0.990882445445392,182.174183108183,"Noise (LM.MAE)","Noise (HM.MAE)",183,0.823635221613794,0.00270044334955342,1.00340643761814,600,1.26350382616539,28,101.3,0.421811831202505,5.27874281766686,183,0.0157525862057283,0.00270044334955342,183,181,2.60326428240708,1.97315704215916,1.65331575762262,0.0157525862057283,0.00270044334955342,0.00589263346400849,0.00448374018714664,0.00376287338303665,0.0238014603152984,0.0181106740781197,0.0151989568068119,0.0148266177832934,0.0112379083015947,0.0094162859218815,0.185546958013791,0.1406362347958,0.1178396337,0.00189846492388959,0.023758243226619,432.285490066301,1249.72277985914,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,""
"E1_80cm","E1","Mata Folha Miuda","2026-05-27","15:17:00",80,"2026-05-27 15:17:00",0.746156422297602,"HM","AICc",0.733885081874818,0.999498440981638,1.03035092724179e-201,0.706153592916367,0.746156422297602,0.999495472449614,0.708329123630092,NA,NA,123,0.823210420709578,0.0234246867681587,1.01672106536276,3.39730694984912,"LM","MAE | AICc",3.39730694984912,0.99863729304721,1.88379516300794e-175,5.39053350662376,3.43661373269841,0.998556740412205,5.54866146430233,"Noise (LM.MAE)","Noise (HM.MAE)",123,0.823210420709578,0.00401566058882721,1.01156998276268,600,1.26350382616539,28,101.3,0.425225133362867,0.660808018456552,123,0.0234246867681587,0.00401566058882721,123,121,2.61707226617086,1.97976376250537,1.65754431908747,0.0234246867681587,0.00401566058882721,0.00876256706875056,0.00666748990051691,0.00559553391390566,0.0353936645849225,0.0269312519163295,0.0226014190782764,0.0223440371003586,0.0169028251650416,0.0141517803080646,0.0347230624959502,0.0262673147170187,0.0219921382093481,0.00284593301570676,0.00442263452749496,262.183409862266,768.163620287521,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,""
"E13_50cm","E13","Mata Mata Folha Miuda","2026-05-27","15:24:00",50,"2026-05-27 15:24:00",1.42817952538522,"HM",NA,1.39313340874121,0.999405769310505,4.20163306577108e-202,1.49404059960859,1.42817952538522,0.999446941258943,1.44135344653628,NA,NA,126,0.823678950742756,0.0228799708539654,1.025156324889,49.903623935585,"HM","MAE",48.7374978365234,0.999350197562107,1.07314389523139e-199,54.6585402083487,49.903623935585,0.99937672558602,53.5313375462923,"Noise (LM.MAE)","Noise (HM.MAE)",126,0.823678950742756,0.00392228071782265,1.02392667147117,600,1.26350382616539,28,101.3,0.556533932065489,4.15826647729284,126,0.0228799708539654,0.00392228071782265,126,124,2.61605988306461,1.97928011660484,1.65723497015084,0.0228799708539654,0.00392228071782265,0.00855880298947917,0.00651244458902649,0.00546541578675718,0.0345706229557284,0.0263049945984338,0.0220758473693722,0.0285527542104648,0.0216026777708446,0.0180877445038728,0.21333822400929,0.16140918930293,0.135146587273032,0.00363813718425748,0.0271831473724234,392.557908911482,1835.82950318001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,""
"E13_80cm","E13","Mata Mata Folha Miuda","2026-05-27","15:28:00",80,"2026-05-27 15:28:00",1.75173998790277,"HM",NA,1.54728985695254,0.998752315096036,2.13071775500142e-189,2.50212331782504,1.75173998790277,0.999833152511594,0.914989450247818,NA,NA,131,0.823333222668557,0.0219974525140454,1.13213434446788,9.86027479356129,"HM",NA,9.41613221179438,0.999768590815645,1.35547313482125e-236,6.55432949571314,9.86027479356129,0.999915382869422,3.96339284875451,"Noise (LM.MAE)","Noise (HM.MAE)",131,0.823333222668557,0.00377099185955064,1.04716826099899,600,1.26350382616539,28,101.3,0.425288861096771,0.571808817736952,131,0.0219974525140454,0.00377099185955064,131,129,2.61447867993781,1.97852449147925,1.6567515939817,0.0219974525140454,0.00377099185955064,0.00822867579420486,0.00626124882377784,0.00525460565514088,0.0332371768173736,0.025290367424615,0.0212243454029975,0.0209649925299955,0.0158654004343467,0.0132851665834623,0.0281878240627444,0.0213313272346036,0.0178621546257698,0.00267293472192248,0.00359381066150887,655.362053377364,2743.68232560739,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,""
"E20_50cm","E20","Macuc<U+00FA>","2026-05-27","15:36:00",50,"2026-05-27 15:36:00",1.44248784660818,"LM","MAE | AICc",1.44248784660818,0.993946993357467,2.70340530616395e-257,9.13877862171434,1.45447243143555,0.993773747817265,9.26876507497294,"Noise (LM.MAE)","Noise (HM.MAE)",232,0.82313960806281,0.012418054431982,1.00830827438549,60.9268834368529,"LM","MAE | AICc",60.9268834368529,0.989983163038876,3.89139080971e-232,497.540692524282,61.374535646471,0.989831359801119,501.325761529903,"Noise (LM.MAE)","Noise (HM.MAE)",232,0.82313960806281,0.00212880933119692,1.00734736760468,600,1.26350382616539,28,101.3,0.784825252240332,39.8253680749217,232,0.012418054431982,0.00212880933119692,232,230,2.59737360864563,1.97033177327508,1.65150563808686,0.012418054431982,0.00212880933119692,0.00464527171272784,0.00353461514037644,0.00296634253454924,0.0187631304406736,0.0142769786221004,0.0119816181591629,0.0216977230352072,0.0164595932451487,0.0137962100665899,1.1010346619176,0.835229699197817,0.700078319820208,0.002784572200547,0.141301025293742,518.028531034255,431.185005984179,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.93,NA,TRUE,439.02933,2796.5376,1088.8308,30461.496,NA,NA,"manually adjusted",-1.7,"manual"
"E20_80cm","E20","Macuc<U+00FA>","2026-05-27","15:46:00",80,"2026-05-27 15:46:00",1.46484028247822,"HM",NA,1.42637679433992,0.999872463180225,0,1.80497873495166,1.46484028247822,0.999920179664588,1.42794365899627,NA,NA,320,0.823157669705379,0.00900328701240258,1.02696586784847,32.9088030627027,"HM",NA,32.0394921452727,0.999891762036234,0,37.3500584277186,32.9088030627027,0.999940024659582,27.8027554453644,"Noise (LM.MAE)","Noise (HM.MAE)",320,0.823157669705379,0.00154342063069759,1.02713248117318,600,1.26350382616539,28,101.3,0.897093272709696,6.04118291000387,320,0.00900328701240258,0.00154342063069759,320,318,2.59137788951775,1.96745194786088,1.64965942861485,0.00900328701240258,0.00154342063069759,0.00336789588975963,0.00256265220622917,0.00215064552679545,0.0136035680576067,0.0103510366224244,0.00868686377168189,0.0179400089044839,0.0136205937414774,0.0114205284217439,0.120811155869806,0.0917234591299256,0.076907834696225,0.00230765377460027,0.0155401438951961,634.774721668097,2117.66398590915,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,NA,TRUE,464.479115405405,2909.14375135135,1078.4935,17059.23,NA,NA,NA,NA,"kept"
"E33_40cm","E33","Acapurana","2026-05-27","15:57:00",40,"2026-05-27 15:57:00",1.77522818257971,"HM",NA,1.71585875719228,0.997901015811564,1.57143648280913e-181,3.73581683647716,1.77522818257971,0.997984249770022,3.66099681043213,NA,NA,136,0.823901869189935,0.0212033569276821,1.03460041517903,57.7712659185013,"HM","MAE",55.5195163684793,0.998172475933896,1.46707695745723e-185,112.776356144577,57.7712659185013,0.99828613185253,109.213219420097,"Noise (LM.MAE)","Noise (HM.MAE)",136,0.823901869189935,0.00363486118760265,1.04055780196422,600,1.26350382616539,28,101.3,0.533327618751348,5.78496706494707,136,0.0212033569276821,0.00363486118760265,136,134,2.61301706497945,1.97782575808712,1.65630454190102,0.0212033569276821,0.00363486118760265,0.00793162525502901,0.00603522128477488,0.00506491736481896,0.0320373335447492,0.0243773994735957,0.0204581585458054,0.0253276067812395,0.0191707868096267,0.0160543268964759,0.274726764397536,0.207944172406563,0.174140151532837,0.00323095310279303,0.0350459204265596,549.444119459702,1648.44481797999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,""
"E33_80cm","E33","Acapurana","2026-05-27","16:01:00",80,"2026-05-27 16:01:00",1.62686500820945,"HM",NA,1.54378303628267,0.999706769246147,7.11817221430592e-246,1.29255052286158,1.62686500820945,0.999896695139199,0.767190378584045,NA,NA,140,0.823692662050546,0.0205923165512637,1.05381712972234,14.1680150635097,"HM",NA,12.4415098881912,0.998776595655823,4.54402698839644e-203,21.2870404610194,14.1680150635097,0.999947394578162,4.41413417616545,"Noise (LM.MAE)","Noise (HM.MAE)",140,0.823692662050546,0.00353011140878806,1.13876974666533,600,1.26350382616539,28,101.3,0.450423174455077,0.983389625558367,140,0.0205923165512637,0.00353011140878806,140,138,2.61192502761201,1.97730354202764,1.65597038243374,0.0205923165512637,0.00353011140878806,0.00770305091663659,0.00586129769813737,0.00491895608973959,0.0311140785896308,0.0236748892342382,0.0198685933679284,0.0207653784222852,0.0157199980366466,0.0131653287455849,0.0453361613464351,0.0343207984396859,0.0287432983907553,0.002650073311544,0.00578579156077901,613.894340629239,2448.7600209369,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,""
"E65_40cm","E65","Piranheira (struck through)","2026-05-27","17:05:00",40,"2026-05-27 17:05:00",1.86997578099509,"HM",NA,1.75243913578629,0.998747750683228,6.86277792170108e-140,2.10064166406667,1.86997578099509,0.9990474181092,1.83213610754801,NA,NA,97,0.822791590652624,0.0296883563637545,1.06707031520159,444.750631881218,"LM","MAE | AICc",444.750631881218,0.99925343877089,1.46787232175641e-150,411.53250834075,451.444758658486,0.999233502770593,417.055239919306,"Noise (LM.MAE)","Noise (HM.MAE)",97,0.822791590652624,0.00508943251950077,1.01505141600126,600,1.26350382616539,28,101.3,0.787292095971508,69.3488136549851,97,0.0296883563637545,0.00508943251950077,97,95,2.62857567078274,1.9852510035055,1.66105181727724,0.0296883563637545,0.00508943251950077,0.011105643220467,0.00845035061417982,0.00709175779064486,0.0448577920215653,0.0341325633135406,0.0286449501145314,0.0526618049318983,0.0397732133982392,0.0332780934387866,4.63872775510445,3.50343306954052,2.9313088655257,0.00667811665930553,0.5882435123408,280.015440938636,756.065511222418,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,""
"N26_45cm","N26","Piranhieira","2026-05-27","13:57:00",45,"2026-05-27 13:57:00",1.47425205424477,"HM",NA,1.36767216109431,0.999266319629799,5.59903160163126e-209,1.73396977207504,1.47425205424477,0.999658675111956,1.18269306622421,NA,NA,134,0.823598103187446,0.021511890754896,1.07792795392222,91.5028296054559,"HM",NA,84.8127230882409,0.99829966970025,6.91927213765039e-185,163.772997886226,91.5028296054559,0.998710927089963,142.598314692852,"Noise (LM.MAE)","Noise (HM.MAE)",134,0.823598103187446,0.00368775270083931,1.07888093052094,600,1.26350382616539,28,101.3,0.597343434742544,8.74244126986441,134,0.021511890754896,0.00368775270083931,134,132,2.61358824196023,1.97809884192412,1.65647926988246,0.021511890754896,0.00368775270083931,0.00804703974832393,0.00612304086576976,0.00513861788046934,0.0325035144974163,0.024732119359827,0.0207558488584956,0.0287867778669367,0.0217873232849434,0.0182449170905083,0.421309920245119,0.318869151593273,0.267024138644901,0.00367142477466741,0.0537332690081192,401.547667384338,1702.90829675056,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,""
