"UniqueID","allan_sd_CO2","allan_sd_CH4","n_meas_pts","CO2_best.flux","CO2_flux.term","CO2_nb.obs","CO2_MDF_native","CH4_best.flux","CH4_flux.term","CH4_nb.obs","CH4_MDF_native","t_sec","df_meas","t99","t95","t90","CO2_MDF_manuf","CH4_MDF_manuf","CO2_MDF_wass99","CO2_MDF_wass95","CO2_MDF_wass90","CH4_MDF_wass99","CH4_MDF_wass95","CH4_MDF_wass90","CO2_MDF_chr99","CO2_MDF_chr95","CO2_MDF_chr90","CH4_MDF_chr99","CH4_MDF_chr95","CH4_MDF_chr90","CO2_noise_floor","CH4_noise_floor","CO2_SNR","CH4_SNR","CO2_below_MDF_manuf","CO2_below_MDF_wass99","CO2_below_MDF_chr99","CH4_below_MDF_manuf","CH4_below_MDF_wass99","CH4_below_MDF_chr99"
"T-E20_160cm",67.9072765731708,21.6289909951486,234,0.770408980445427,0.826920894173255,234,0.0123684749128478,1.62479664667944,0.826920894173255,234,0.00212030998505963,234,232,2.5971864374613,1.97024193620157,1.65144806234037,0.0123684749128478,0.00212030998505963,0.0079695648286059,0.006064089734131,0.00508914453123754,0.00474821544113347,0.00361294564148198,0.00303207956332154,1.86977264884465,1.41842126956329,1.18891442424511,0.595537000239735,0.451778107073029,0.378678407877124,0.239974127627166,0.0764336092896308,3.21038350285146,21.2576203293315,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"T-E20_500cm",2.01192312717316,0.184195149897377,579,0.886989618365417,0.827510387539785,579,0.00500222168633722,0.101841728718863,0.827510387539785,579,0.000857523717657809,579,577,2.58437678307166,1.96408386425262,1.64749874559863,0.00500222168633722,0.000857523717657809,0.00322315647622102,0.00245251911732912,0.00205821892500402,0.00192033588768223,0.00146119510826719,0.00122627359098185,0.0222937619175865,0.0169428925157648,0.0142119156287436,0.0020410336571636,0.00155115202190717,0.00130112621809928,0.00287545299942542,0.000263252849524226,308.469524121124,386.858979505521,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"T-E20_50cm",0.641542056000206,0.782263624120809,178,1.56950559271311,0.82722410722485,178,0.016265642557792,12.956568391296,0.82722410722485,178,0.00278839586705005,178,176,2.60405168642058,1.9735343877061,1.65355743545593,0.016265642557792,0.00278839586705005,0.0104806852709545,0.00797481635761669,0.00669267686221082,0.00624432484175066,0.00475134426832478,0.0039874538074653,0.0232915915939842,0.0176520140498126,0.0147900230493409,0.0284005774546541,0.021523964570194,0.0180341988856363,0.00298145536248295,0.00363543442740344,526.422636562981,3563.96701688002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"T-E20_80cm",59.1324447614309,28.1135834302619,252,1.66902504766503,0.826930021697046,252,0.0114851391902368,9.0559133753268,0.826930021697046,252,0.00196888100404059,252,250,2.59563763046618,1.96949839342115,1.65097148981286,0.0114851391902368,0.00196888100404059,0.00740039188235528,0.00563100262153049,0.00472568636896215,0.00440910586235671,0.00335491512668845,0.0028155335290729,1.51098227492126,1.1464917629549,0.96106969178881,0.718372568883753,0.545081333267723,0.456925349043306,0.194041245355434,0.0922538339522549,8.60139319662581,98.1630029600027,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"T-E20_900cm",1.78711119838614,0.212630180277936,654,0.75955455874361,0.827416785477694,654,0.00442807148191426,0.0712140269444356,0.827416785477694,654,0.00075909796832816,654,652,2.583390847197,1.96360908612585,1.64719404058177,0.00442807148191426,0.00075909796832816,0.00285320566920981,0.00217102132677502,0.00182197853210701,0.00169992157747984,0.00129348053607922,0.00108552308508889,0.0175230429793805,0.0133190865982276,0.0111728552417112,0.00208488861302442,0.00158470261228068,0.00132934437790425,0.00226098746645237,0.000269011896423719,335.939305287437,264.72445230551,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"T-N62_160cm",1.32199566059271,0.268389131058216,381,1.59091958641125,0.825245047406685,381,0.00758099124914278,0.404765329657633,0.825245047406685,381,0.00129959849985305,381,379,2.58886345416763,1.96624297208292,1.64888403126924,0.00758099124914278,0.00129959849985305,0.00488477372116255,0.00371685365676815,0.00311928191865099,0.00291031674979477,0.00221447749093562,0.00185844809470957,0.0222391600362821,0.016890652172471,0.0141644379867291,0.00451495342649332,0.00342910918296326,0.00287563818589373,0.00286343929553088,0.000581330186833534,555.59745544258,696.274404503854,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"T-N62_40cm",48.9688052379101,573.80643890849,339,1.97320323428858,0.825136779791806,339,0.00851911129578561,135.757645742536,0.825136779791806,339,0.00146041907927753,339,337,2.59049657582971,1.96702828466919,1.64938772803943,0.00851911129578561,0.00146041907927753,0.00548924667206522,0.00417680075487966,0.00350528169135194,0.00327045784418947,0.00248851101225395,0.00208842427539563,0.926296521138702,0.703359917195378,0.589779630958381,10.8541530794065,8.24182757565834,6.91091702435489,0.119191629098116,1.39666311865709,16.5548809863509,97.2014252607088,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"T-N62_500cm",0.91805451802113,0.128099153877431,525,1.44138084269796,0.826966551388312,525,0.00551311034258875,0.00161231261151828,0.826966551388312,525,0.000945104630158071,525,523,2.58526235240563,1.96451021270884,1.64777234251105,0.00551311034258875,0.000945104630158071,0.00355234502168725,0.00270300065830235,0.00226842966071348,0.00211646430475923,0.00161043039854289,0.00135151579462201,0.0112156123264333,0.00852261084317385,0.00714851078020229,0.00156495112330608,0.00118918780574212,0.000997455123255033,0.00144609595953218,0.000201778505748152,996.739416355367,7.99050724228612,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"T-N62_80cm",1.26665433713613,2.6898071269713,384,1.87344896528538,0.825181921544164,384,0.00752118938907441,7.13804997167719,0.825181921544164,384,0.00128934675241276,384,382,2.58876060901515,1.96619350682701,1.64885230156041,0.00752118938907441,0.00128934675241276,0.00484624069230941,0.00368753364372873,0.0030946757880432,0.00288735901916218,0.00219700881583954,0.00184378792043267,0.0211392580972257,0.0160555100634499,0.0134641705554035,0.0448903267622036,0.0340947203429388,0.0285918745603198,0.00272192776002667,0.00578015680629522,688.280193471049,1234.92324012786,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"T-N62_900cm",0.609088324653754,0.128638088068178,380,0.864910388717591,0.826934336247637,380,0.00761650046543876,0.00108520931974966,0.826934336247637,380,0.00130568579407522,380,378,2.58889810038159,1.96625963553186,1.64889472003634,0.00761650046543876,0.00130568579407522,0.0049076539067374,0.00373426332736415,0.00313389257479046,0.00292394861712742,0.00222485006064636,0.00186715302961863,0.0102944681657714,0.00781861488508972,0.00655664825186464,0.00217416858757939,0.00165127392768707,0.00138474940516204,0.00132546328806247,0.000279934873612695,652.534397977856,3.87664925682358,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
