"UniqueID","allan_sd_CO2","allan_sd_CH4","n_meas_pts","CO2_best.flux","CO2_flux.term","CO2_nb.obs","CO2_MDF_native","CH4_best.flux","CH4_flux.term","CH4_nb.obs","CH4_MDF_native","t_sec","df_meas","t99","t95","t90","CO2_MDF_manuf","CH4_MDF_manuf","CO2_MDF_wass99","CO2_MDF_wass95","CO2_MDF_wass90","CH4_MDF_wass99","CH4_MDF_wass95","CH4_MDF_wass90","CO2_MDF_chr99","CO2_MDF_chr95","CO2_MDF_chr90","CH4_MDF_chr99","CH4_MDF_chr95","CH4_MDF_chr90","CO2_noise_floor","CH4_noise_floor","CO2_SNR","CH4_SNR","CO2_below_MDF_manuf","CO2_below_MDF_wass99","CO2_below_MDF_chr99","CH4_below_MDF_manuf","CH4_below_MDF_wass99","CH4_below_MDF_chr99"
"BCI1_2m",0.554286791977225,0.132187150887503,679,3.72727261749629,2.02231515040309,679,0.010424304898985,-0.00780662707428527,2.02231515040309,679,0.00178702369696885,679,677,2.58311087519517,1.96347424441943,1.64710749561096,0.010424304898985,0.00178702369696885,0.00376641070062298,0.00286588451883693,0.00240512610558976,0.00100680885893553,0.000766086906500651,0.000642920398873216,0.0127931618321118,0.00972433820137253,0.00815749449571855,0.00305093254594292,0.00231907485386871,0.00194541160167827,0.00165087272030024,0.000393702618451276,2257.75892451504,19.8287405478646,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"BCI1_Base",0.49124508432181,0.128505883596599,692,3.50640410466385,2.02424097746061,692,0.0102382130362892,-0.0202648512648119,2.02424097746061,692,0.00175512223479243,692,690,2.5829733283985,1.96340799494752,1.64706497402217,0.0102382130362892,0.00175512223479243,0.00369917375871192,0.00281472352598903,0.00236219044692047,0.000988835580356909,0.00075241093090333,0.000631443158352068,0.0111351356428348,0.0084642044521313,0.00710045732824911,0.00291286465843408,0.00221416988541478,0.00185742427156555,0.00143699195037615,0.000375905889336731,2440.10003239475,53.9093742334506,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"BCI2_2m",0.476012864650123,0.136367404495032,717,1.09432796108811,2.03288874629554,717,0.00992344576294895,0.00908050842010808,2.03288874629554,717,0.00170116213079125,717,715,2.58272290872024,1.96328737444862,1.64698755334235,0.00992344576294895,0.00170116213079125,0.00358544504125757,0.00272818666195408,0.00228956642127731,0.000958434466577821,0.000729278540874681,0.000612029844669364,0.0104571229803975,0.00794910574849232,0.00666844721682469,0.00299573987432104,0.00227724710712428,0.0019103660982753,0.00134962509852042,0.000386638440668735,810.838478246892,23.4857879221795,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"BCI2_Base",0.507262398649585,0.131883970246212,476,2.03271184453788,2.03487907178784,476,0.014962346116087,-0.00388850797133835,2.03487907178784,476,0.00256497361990063,476,474,2.58624120334429,1.9649813627244,1.64807466014909,0.014962346116087,0.00256497361990063,0.00540605259191355,0.00411349787972424,0.00345215624383497,0.00144510571842568,0.00109958961879379,0.000922804697891219,0.0168249818608345,0.0127833303954654,0.0107216705953231,0.00437435420609638,0.00332355871440744,0.00278754445341823,0.00216852445150618,0.000563798174282156,937.370958914497,6.89698574545637,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"BCI3_2m",0.482323318996255,0.136301573745506,565,1.47515879544957,2.03317551308686,565,0.0125948925589452,0.00290417252339873,2.03317551308686,565,0.00215912443867632,565,563,2.58459001096464,1.96418652916111,1.647564630174,0.0125948925589452,0.00215912443867632,0.00455066678947839,0.00346262968618753,0.0029059304370085,0.00121645035602536,0.000925604380502136,0.000776791683112683,0.0134579093403022,0.0102274806157853,0.00857883661668058,0.003803121578747,0.00289022248869126,0.00242432593595628,0.00173566010898048,0.000490486764839939,849.912254027704,5.92100079264411,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"BCI3_Base",0.490641960589465,0.131434455177307,468,2.04385273927359,2.02843193433268,468,0.0151698969447957,-0.00716518891826117,2.02843193433268,468,0.00260055376196498,468,466,2.58642063908347,1.96506771818738,1.6481300675619,0.0151698969447957,0.00260055376196498,0.00548104288332834,0.00417055844276724,0.00350004297788595,0.00146515156465219,0.00111484262355985,0.000935605423011302,0.016500598050143,0.0125365503465097,0.0105145819547863,0.00442022348071233,0.00335832398561421,0.00281667378995501,0.00212656799398134,0.000569670611438606,961.103874909311,12.5777752518542,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"BCI4_2m",0.529756425119496,0.1276466594461,691,2.30813087028484,2.03319379241294,691,0.0102983766620048,0.000259345106885088,2.03319379241294,691,0.00176543599920082,691,689,2.5829837241642,1.96341300215071,1.6470681878689,0.0102983766620048,0.00176543599920082,0.00372091150773971,0.00283126390975621,0.00237607157455608,0.000994646353539685,0.000756832383110928,0.00063515375801483,0.0120786913779011,0.00918142049385566,0.00770211137356849,0.00291040284130902,0.00221229531052176,0.00185585061530129,0.00155875177285648,0.000375586679606453,1480.75589101341,0.690506668545422,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"BCI4_Base",0.516524249884793,0.133821231260335,643,2.43826609336145,2.03021008749772,643,0.0110509102740934,-0.00447432181650645,2.03021008749772,643,0.00189444176127315,643,641,2.58352097278651,1.96367175479079,1.64723426212608,0.0110509102740934,0.00189444176127315,0.00399280979511857,0.00303815294933132,0.00254969832984643,0.00106732817881624,0.000812136420407348,0.000681566369190144,0.012640200716438,0.0096075105962791,0.00805930043517704,0.00327482634867344,0.00248911623728712,0.00208800556328749,0.00163087518282007,0.000422527548407618,1495.06603512432,10.5894203428128,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"BCI5_2m",0.512941747541089,0.131036277270215,628,3.68492449969642,2.0313617923555,628,0.0113212838745927,-0.00864360288115062,2.0313617923555,628,0.00194079152135876,628,626,2.58370580782433,1.96376076815443,1.64729139109309,0.0113212838745927,0.00194079152135876,0.00409049861292991,0.00311248495741071,0.00261207971749049,0.00109344162607655,0.000832006299235066,0.00069824169716283,0.0128605635292878,0.00977474681470784,0.0081994999284539,0.0032853640331546,0.00249706022174692,0.00209464710418394,0.00165918832429782,0.000423856826527413,2220.91997980754,20.3927419359178,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"BCI5_Base",0.482450773609522,0.127037849472068,617,5.39313178828218,2.02943005665891,617,0.0115121640167037,-0.0214691877920672,2.02943005665891,617,0.00197351383143492,617,615,2.58384710066425,1.96382880961853,1.64733505950687,0.0115121640167037,0.00197351383143492,0.00415946561041797,0.00316496235993588,0.00265612014198674,0.00111187737022779,0.000846034167663627,0.000710014255457329,0.0123007048141056,0.0093490355858688,0.00784233025696908,0.0032389938457005,0.00246176696242148,0.00206502471379894,0.00158687212450811,0.000417851588414787,3398.59255512092,51.3799358128931,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
